"","Sighted","Reported","Location","Shape","Duration"
"19840",19960610,20030405,"Eddington, ME","triangle","4 minutes"
"27143",20030522,20040827,"Adelaide  (South Australia),","triangle","night"
"21669",20030828,20030906,"Enderby (Canada), BC","light","approx: 2 minutes"
"21176",19760601,20030807,"Cascais (Portugal),","triangle","2 secs"
"52118",20081218,20081219,"Coral Springs, FL","circle","5-7 SECONDS"
"56510",20090916,20090917,"Kenova, WV","circle","1 minute"
"49739",20001001,20080621,"Yangtzee River (China),","disk","15 minutes"
"41824",20070313,20070314,"U.S.S. San Juan (Atlantic Ocean, east of Florida), FL","unknown","8 HRS."
"42401",20070507,20070508,"Tualatin, OR","light","45 minutes"
"36454",20060218,20060218,"Boise, ID","rectangle","2 minutes"
"48718",19741001,20080515,"Denton, TX","unknown","10 min"
"58600",20100215,20100214,"Ottawa (Canada), ON","oval","5 sec."
"37823",20020715,20060808,"Cold Spring, NY","circle","6-10"
"37392",20060601,20060601,"San Angelo, TX","sphere","+30 min"
"17116",20021006,20021009,"Inwood, NY","light","0:5"
"15708",20000615,20020629,"Chanhassen, MN","disk","5 seconds"
"25739",19901223,20040412,"Bessmer, MI","oval","5 minutes"
"13192",20010811,20011013,"London (UK/England),","cigar","Unknown"
"26887",20040618,20040618,"Philadelphia, PA","disk","25-30 seconds"
"26788",20040508,20040517,"Cerritos, CA","sphere","5mins"
"28604",20041001,20041002,"Saskatoon (Canada), SK","circle","5-7 seconds"
"54898",20090612,20090612,"Peterborough (Canada), ON","cylinder","15 minutes"
"31295",20040719,20050323,"Portland, OR","sphere","5 min."
"1628",19970620,19970621,"Seattle, WA","other","00.45 sec"
"61281",20100810,20100810,"Northampton, MA","other","5-6 seconds"
"33927",20050604,20050911,"Abilene, TX","light","few seconds"
"35117",19691105,20051101,"Buford, GA","disk","20 sec"
"42824",20070427,20070509,"Kanehoe, HI","other","10 seconds or less"
"24055",19980912,20040209,"Harris Ranch, CA","diamond","5 seconds"
"18214",20021113,20021113,"Adams, WI","egg","5 minutes"
"58484",20100125,20100125,"Clayton, NC","light","3 seconds"
"19337",20030507,20030507,"Boca Raton, FL","triangle","2 minutes"
"12247",20010805,20010807,"Chino, CA","cigar","1 minute"
"27416",20040711,20040711,"Everett, WA","light","2 Hours"
"56768",20090911,20090910,"Wesley Chapel, FL","light","3sec"
"36558",19670907,20060215,"Dublin (Republic of Ireland),","circle","7 minutes"
"40499",20061106,20070126,"Republic of Ireland,","other","60 min"
"23804",20040110,20040115,"Gothenburg (Sweden),","disk","4 SEC"
"37968",20060627,20060629,"Vista, CA","oval","2 hrs."
"50149",20080922,20080922,"Barrie (Canada), ON","light","5 mins"
"9865",20001006,20001006,"Las Vegas, NV","other","4 min"
"12649",19861015,20010730,"Fayettville, TN","diamond","30 mins"
"27179",20040816,20040819,"Anchorage, AK","circle","10 seconds"
"38209",20040912,20060716,"Attalla/Gadsden, AL","triangle","20 minutes"
"56732",20090912,20090912,"Parma, OH","fireball","15 minutes"
"1968",19970812,19970817,"North Lynnwood, WA","light","about 10 sec."
"51488",20081024,20081024,"Pismo Beach, CA","changing","about 4 minutes"
"33480",20050718,20050718,"Eau Claire, WI","unknown","5 minutes"
"59512",20100409,20100423,"Yuma, AZ","circle","40 secs"
"18459",20021114,20021119,"Hayward, CA","egg","10 min."
"6001",19991027,19991027,"Kansas City  (over the metro area), MO","circle","15 minutes"
"3198",19980912,19980914,"Sheridan, OR","triangle","1.5 hours"
"4777",19990706,19990706,"Stokes County, NC","chevron","2-3 minutes"
"47503",20070611,20080410,"Las Cruces, NM","changing","7 hours"
"45000",19770714,20071026,"Live Oak, CA","triangle","1 hour"
"20930",20030720,20030807,"Forest grove, OR","light","30s or more"
"4321",19971220,19990328,"Prescott (North of), AZ","sphere","1-3 minutes"
"19803",20020715,20030508,"Kingsland, TX","light","5 seconds"
"4790",19990723,19990727,"Huntingdon Valley, PA","disk","60-90sec"
"47101",19700310,20080201,"St. Petersburg, FL","disk","less than hour"
"7227",19991209,19991211,"Lyle, WA","fireball","millisecond"
"7785",20000520,20000521,"Santa Clarita, CA","light","3 mins"
"27046",20040608,20040628,"Albuquerque/Houston (inflight, halfway b/t), TX","light","30 seconds"
"13701",20010829,20011105,"Choctaw, OK","oval","15 sec"
"19299",20030513,20030515,"Anaheim, CA","cylinder","2 min"
"4320",19990327,19990327,"Wheeling, WV","fireball","5 seconds"
"3886",19990227,19990303,"Bellingham, WA","disk","?"
"58008",20091028,20091028,"Surf City, NC","flash","1 hour and still stationa"
"34822",20050910,20051115,"Columbus, GA","disk","5 minutes"
"3066",19981116,19981119,"Auburn, WA","light","6 second"
"23025",19640611,20031116,"Dedham/Westwood line, MA","circle","uncertain"
"13174",20011002,20011003,"Sandyville, WV","egg","5 min or so"
"23531",19660315,20031212,"Warren, NJ","sphere","00:01:30"
"19164",20030110,20030111,"Falls Church, VA","cigar","6 seconds"
"47473",20080302,20080302,"Coral Gables, FL","disk","10-15 seconds"
"11822",20010411,20010412,"Marianna, FL","oval","2 min"
"10064",20010111,20010112,"Rockford, IL","light","15 min. appr."
"49399",20080601,20080705,"Flagstaff, AZ","sphere","more than an hour"
"54347",20090417,20090418,"Nashville, NC","oval","7-8 seconds"
"58051",20081215,20091209,"Salman Pak (Iraq),","cone","3 minutes"
"28010",20041011,20041011,"Pitman, NJ","other","2 hours"
"23149",20031211,20031211,"Sherman, TX","light","5-7 Seconds"
"36084",20060327,20060327,"High Knoll Fort (St. Helena Island),","light","15mins"
"31313",20050321,20050321,"Anoka, MN","triangle","10 seconds"
"50989",20081019,20081103,"Flagstaff, AZ","circle","7 seconds"
"5895",19990908,19990922,"Desert Aire (Mattawa), WA","other","20 minutes"
"53319",20090225,20090225,"Marlborough, CT","triangle","10 minutes"
"21216",20030717,20030724,"Jackson, WY","light","30 min"
"29351",20041127,20041127,"Everett, WA","light","1min."
"59954",20100529,20100530,"Oregon City, OR","light","5 minutes"
"38756",20061014,20061014,"San Diego, CA","fireball","30 sec."
"54118",20090417,20090418,"Wilhoit, AZ","light","45 seconds"
"11190",19990215,20010128,"Thousand Oaks, CA","changing","2 min"
"31999",20050614,20050614,"Riverside, CA","light","30 - 40 minutes"
"50925",20081106,20081107,"Fayetteville, NC","fireball","5 seconds"
"27923",20040713,20040721,"Houston, TX","circle","20 minutes"
"46788",20071221,20080213,"Flushing, NY","triangle","1 minute"
"50417",20080808,20080808,"Sunnyvale, CA","egg","60 seconds"
"36015",20060220,20060219,"Tirau,","changing","5 plus minutes"
"60250",20100713,20100714,"Kennewick, WA","other","5 minutes"
"42567",19990714,20070330,"Blyville, AR","other","20 minutes"
"29270",20041105,20041107,"Dublin, CA","disk","3 mins."
"21866",20030924,20030924,"Cookeville, TN","changing","Continuous"
"30991",20050227,20050227,"Barneveld, NY","triangle","1 to 2 min&apos;s"
"6147",19991113,19991114,"Moorehead, KY","flash","app. 10 minutes"
"36175",20060202,20060206,"Sumter, SC","triangle","30 seconds"
"35423",20051213,20051214,"Harrisburg, PA","circle","unsure"
"43662",20070625,20070722,"Fayetteville, NC","cigar","10 seconds"
"30289",20050304,20050304,"Fairbanks, AK","light","15 seconds"
"43006",20070715,20070716,"Cleveland, OH","changing","2 hours"
"14925",20020518,20020518,"Port Angeles, WA","circle","2 MINUTES"
"38125",20060716,20060720,"Coventry (UK/England),","changing","1 minute"
"26940",0,20040531,"14 Island Lake (Canada), QC","fireball","~2-3 sec."
"45446",20071118,20071118,"Lake Wales, FL","fireball","3 minutes"
"41166",20070114,20070115,"Oakland, CA","fireball","2-3 sec."
"13960",20020103,20020103,"Marion, IA","unknown","still happening now"
"19037",19821001,20030113,"Swartz Creek, MI","fireball","3 to 4 minutes"
"53280",20080804,20090224,"Pawcatuck, CT","light","2.5 to 3 min."
"57701",20091107,20091107,"Chambersburg, PA","circle","1 minute"
"5906",19990911,19990912,"Roland Heights, CA","fireball","20 sec"
"18093",20021110,20021118,"Vilnius,","unknown","20 minutes"
"55287",20090613,20090613,"Portsmouth (UK/England),","circle","1 min"
"51001",20081110,20081110,"Handforth, Wilmslow, Cheshire (UK/England),","fireball","1 minute"
"34355",19840505,20050920,"Proctorville, OH","disk","8sec."
"12659",20010712,20010731,"Arlington, WA","light","2or 3 secs."
"34794",20051005,20051130,"Culver City, CA","unknown","2 hours"
"21098",20030824,20030827,"Montebello, CA","fireball","3 minutes"
"6291",19991116,19991117,"Madison, WI","fireball","45 seconds"
"19614",19660815,20030430,"Galesburg, IL","disk","20 minutes"
"25279",20031231,20040302,"Sacramento, CA","oval","10 sec."
"5517",19990902,19990914,"Central Lake, MI","cylinder","30-40 minutes"
"42421",20020630,20070531,"Hastings, NE","other","SECOND"
"6284",19991017,19991018,"Signal Mountain, TN","cigar","1 hour"
"39248",20060906,20060906,"Oakley, CA","other","Still there every night"
"49627",20080719,20080722,"Paulden, AZ","circle","36 minutes"
"20997",20030803,20030809,"Kirkland, WA","light","five minutes"
"44280",20070908,20070908,"Westminster, CO","formation","20 min"
"38436",20060721,20060725,"Sonoma, CA","flash","30 seconds"
"49239",20080704,20080705,"Mackey, IN","fireball","1.5 minutes"
"14494",19970628,20020107,"Springfield, OH","disk","one minute"
"14054",20011023,20011117,"Durban (South Africa),","triangle","1 second"
"1436",19970702,19970703,"Davenport, CA","circle","3-4 sec"
"56657",20040910,20091011,"Marblehead, MA","sphere","less than a minute"
"6610",19891030,20000109,"De Soto, MO","oval","5 minutes"
"50147",20080904,20080904,"Eldridge, AL","diamond","0.5  seconds"
"56364",20090323,20091011,"Interstate 8/Gila Bend Range (N of), AZ","flash","40 min"
"49497",20080704,20080716,"Kentwood, MI","sphere","25-30 secs"
"22154",19981112,20031003,"Towanda, PA","triangle","15 sec"
"28904",20041031,20041101,"Stone Mountain, GA","circle","5 minuts"
"26255",20040707,20040707,"Cleveland, OH","unknown","just a few seconds"
"56447",20080715,20090925,"Boardman, OH","formation","1-2 minutes"
"36348",20060228,20060314,"Middletown, RI","light","10 sec"
"38391",19890601,20060815,"Upper Marlboro, MD","disk","5 minutes"
"31614",20050319,20050319,"East Yorkshire (UK/England),","changing","10 mins"
"59335",20100414,20100415,"Santa Cruz, CA","diamond","4 minutes"
"11188",20010218,20010220,"Rochester, NY","formation","10 seconds"
"24497",19540611,20040108,"Glenburn, ME","unknown","2- SECONDS"
"23788",20031204,20031203,"Sydney (NSW, Australia),","unknown","about minute"
"12822",20010811,20010814,"Ivanhoe, MN","light","20 seconds"
"50040",20080824,20080824,"Chappaqua, NY","other","5 minutes"
"57768",20080805,20091111,"Millersburg, MO","triangle","2 minutes"
"1705",19960629,19970515,"East Providence, RI","light","1 hour and longer"
"13503",19881002,20010903,"Fishkill, NY","formation","10 minutes"
"35901",19680615,20060118,"Baytown, TX","cigar","2 +hours"
"23642",19971220,20031125,"San Jose, CA","triangle","15 sec"
"4453",19990421,19990423,"Kennewick, WA","circle","3-4 seconds"
"46733",19780630,20080222,"Ashtabula, OH","cylinder","45 minutes"
"44805",19961114,20071113,"Corvallis, MT","sphere","3 seconds"
"14111",20011205,20011206,"Big Bear City, CA","triangle","45 sec all together"
"28182",20040921,20040921,"Portland, OR","circle","20 min"
"6063",19991031,19991031,"San Diego  (Spring Valley), CA","fireball","45 seconds"
"33965",20050925,20050927,"Melbourne, FL","diamond","1"
"37718",20060804,20060805,"Westfield, IN","light","2 seconds"
"44404",20070914,20070914,"Livermore, CA","unknown","45 minutes"
"40941",19690630,20061221,"Indianapolis, IN","disk","20 min."
"2097",19980704,19980306,"Hawii (Waikiki), HI","light","15 min"
"1796",19970521,19970521,"Phoenix, AZ","other","2 hrs."
"32191",20050520,20050521,"Plains, PA","light","2-4 minutes"
"18554",20030201,20030201,"Santa Maria, CA","sphere","3 seconds"
"56342",20090917,20090918,"Oshawa (Canada), ON","flash","10-12 Seconds"
"23912",19960422,20040107,"Gunteersville, AL","circle","2min"
"49543",20080803,20080804,"Scotch Plains, NJ","cigar","2 sec"
"1203",19961124,19961124,"Bismarck, ND","light","60 sec."
"47795",20080201,20080429,"Folcroft, PA","fireball","10 secs"
"26028",19971015,20040410,"Waldorf, MD","light","7 minutes"
"22768",20031015,20031019,"Wofford Heights, CA","circle","15 to 20 minutes"
"12838",20010715,20010714,"Newark, NJ","formation","5 minutes"
"9360",20001012,20001013,"Gilbert, AZ","oval","app 18 min"
"18902",20030116,20030116,"Escondido, CA","cone","10 minutes"
"7555",20000520,20000522,"Lancaster, CA","unknown","3 minutes"
"39807",20061205,20061206,"Kingman, KS","light","One hour."
"58438",19880815,20100311,"West Milford (Upper Greenwood Lake), NJ","light","7 min"
"20344",19940406,20030622,"Grosse Pointe, MI","light","3 to 5 seconds"
"50466",20080916,20080917,"Ingleside, IL","teardrop","5 mins"
"27665",20040704,20040727,"San Jose, CA","light","1-2min ea"
"57454",20091013,20091112,"Whakatane (New Zealand),","triangle","15-30min"
"20475",20030624,20030627,"Othello, WA","oval","1HR"
"56725",20090924,20090924,"Phoenix, AZ","disk","30 seconds"
"37623",19720507,20060508,"Essex (UK/England),","unknown","3 mins"
"43132",19680814,20070713,"Byron, GA","disk","3-5 minutes"
"23029",19870508,20031128,"Marble Falls, TX","circle","10 minutes"
"34810",20051105,20051115,"Nolanville, TX","oval","20 sec"
"49613",20080620,20080621,"Shoreline, WA","other","5 minutes"
"2193",19950715,19980308,"Carthage, IL","light","2 minutes"
"35455",19840801,20060126,"Manotowish Waters, WI","light","1-3 minutes"
"5480",19990716,19990717,"Straughn, IN","light","3 Seconds"
"50761",20080909,20080911,"Clermont, FL","light","5 SECONDS"
"26426",20040604,20040605,"Reno, NV","light","2 minutes"
"16853",19921031,20020908,"Jackson, MI","fireball","15 seconds"
"12245",20010625,20010627,"Savannah, GA","unknown","2 mins"
"57445",20091113,20091115,"Sarasota, FL","light","1 minute"
"45785",19990922,20071208,"LaCygne, KS","changing","45 minutes"
"12568",20010721,20010722,"Osceola (Town of, near Long Lake), WI","sphere","3 hours +"
"38474",20060624,20060625,"London (UK/England),","light","10 minutes"
"29516",20041213,20041215,"Benton City, WA","teardrop","2-3 seconds?"
"52440",19930601,20081212,"Salton Sea, CA","changing","15 minutes"
"26794",20040620,20040620,"Norwell, MA","oval","5 minutes"
"33574",20050426,20050928,"Laconia, NH","other","1 minute"
"3525",19930815,19990314,"Randle, WA","other","1 min."
"54974",20071017,20090629,"Clinton, NJ","triangle","7 sec"
"52599",20080419,20081121,"Silk Hope (near), NC","disk","3-4 minutes"
"49680",20080625,20080625,"Gladstone, MI","disk","still happening about 15"
"5138",19990805,19990807,"Tomah, WI","other","20seconds"
"48177",20080416,20080416,"State College, PA","flash","at least 15 minutes"
"46014",20060705,20071201,"Thunder Bay (Canada), ON","light","5-7 minutes"
"3077",0,19981116,"Waterloo (Canada), ON","circle","3 minutes"
"5220",19990706,19990720,"Yakima, WA","sphere","10-12 min."
"3683",19980410,19990111,"Charleston, SC","unknown","20 minutes"
"24243",20040120,20040126,"Castro Valley, CA","light","2 minutes"
"32113",20050603,20050604,"Englewood, CO","circle","1 minute"
"35111",20051109,20051109,"Sacramento, CA","sphere","2-4 sec"
"8669",20000708,20000709,"Ceres, CA","unknown","8 minutes"
"11859",0,20010404,"San Jose, CA","changing","5 minutes"
"1563",19780109,19970703,"Thousand Oaks, CA","circle","60 seconds"
"11408",20010323,20010329,"Springfield, VA","unknown","3 minutes"
"10346",19990204,20010109,"Sonoma County (Coast of), CA","circle","1hour?"
"33975",20050930,20051001,"Tinley Park/Oak Forest, IL","formation","not sure"
"13759",20001015,20011223,"Sherwood Park (Canada), AB","egg","45 sec."
"28155",20020601,20040926,"Brighton Township, MI","other","5+ minuets"
"57383",20090704,20100101,"Lemon Grove, CA","circle","20 min"
"9173",20001110,20001110,"Walton on Thames Surrey (UK/England),","unknown","5 mins"
"36470",20060208,20060208,"Apache Junction, AZ","circle","3 minutes"
"1581",19970620,19970620,"Alamosa (West of), CO","light",":05min"
"26943",20040624,20040628,"South Amherst, OH","circle","less than 1 minute"
"3768",19910401,19990315,"Fort Fisher, NC","light","30 minutes"
"26252",20040604,20040605,"Glendale, AZ","other","45-50 minutes"
"48636",20080614,20080615,"Edmonds, WA","circle","5 seconds"
"29397",20041027,20041028,"Marysville, CA","circle","Hour or longer"
"50133",20080809,20080809,"Alton (Hampshire) (UK/England),","light","Just over a Minute"
"51666",20081026,20081027,"Larsen, WI","light","3 -4 min"
"39254",20060913,20060913,"Redlands, CA","triangle","1:00"
"53002",20090121,20090121,"Merton, WI","light","1 minute"
"45892",20071220,20071221,"Portland, TX","light","20 SECONDS"
"6074",19990902,19991002,"Gold Beach, OR","light","3 minutes"
"23579",20030925,20031123,"Park Rapids, MN","light","4 hours"
"41470",20070222,20070328,"Greenville, SC","triangle","a minute, maybe more"
"41681",20070131,20070201,"Nice (France),","triangle","15 seconds"
"26663",20040623,20040623,"Fort Wayne, IN","light","Minutes"
"8468",20000603,20000607,"Manzanita, OR","fireball","approx.30min."
"34423",20051031,20051101,"Northridge, CA","unknown","2 seconds"
"52314",20081225,20081225,"Bury st Edmunds,","other","5mins"
"40796",20060125,20070126,"West Tawakoni, TX","unknown","10 min"
"43731",20070722,20070725,"San Jose, CA","other","about an 1 hour"
"57517",20091212,20091212,"Cochranville, PA","fireball","10 sec"
"29967",20041218,20041218,"Vancouver (Canada), BC","flash","1 second"
"24803",19780806,20040322,"Black Hills, AZ","light","Over an hour"
"33314",20050811,20050812,"Near Athens, GA","cross","5 min."
